Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Mathematical Biostatistics Boot Camp 2,Johns Hopkins University,Advanced,4.4,https://www.coursera.org/learn/biostatistics-2,"Learn fundamental concepts in data analysis and statistical inference, focusing on one and two independent samples.",ordered pair  General Statistics  odds  delta method  exact test  statistical hypothesis testing  Biostatistics  mathematical statistics  odds ratio  booting data-science probability-and-statistics
At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,Sapienza University of Rome,Beginner,4.5,https://www.coursera.org/learn/archaeology-city-levant-west,"Which are the deepest roots of that mix of cultures that we use to call Mediterranean Civilization? Which are comminglings and exchanges which produced its most complete fruit, i.",Culture  astronomy  interpretation  euler's totient function  organizing (management)  modeling  dwelling  history  Archeology  fortification arts-and-humanities history
Visual Elements of User Interface Design,California Institute of the Arts,Beginner,4.5,https://www.coursera.org/learn/visual-elements-user-interface-design,This design-centric course examines the broad question of what an interface is and what role a designer plays in creating a user interface.,Computer Graphics  user interface  design pattern  user interface design  java annotation  Graphic Design  User Experience  interfaces  Visual Design  experience arts-and-humanities music-and-art
iPad Music Player in XD,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/ipad-music-player-in-xd,"In this course, you will learn how to put together an interface with component micro-interactions.",ordered pair  axosoft  interactivity  reusability  project  Printer Repair  Gradient  Vowpal Wabbit  music  rstudio computer-science design-and-product
"Reverse and complement nucleic acid sequences (DNA, RNA) using R",Coursera Project Network,Advanced,4.4,https://www.coursera.org/learn/reverse-and-complement-nucleic-acid-sequences-using-r,"In this 1-hour long project-based course, you will learn the basic building blocks in the R language and how to Develop an R program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA).",dnas  Machine Learning  DNA  Reinforcement Learning  R Programming  project  dna sequencing  Data Analysis  Computer Programming  biopython data-science data-analysis
Requirements Elicitation: Artifact and Stakeholder Analysis,University of Colorado System,Advanced,4.6,https://www.coursera.org/learn/requirements-elicitation,"In Elicitation: Artifact and Stakeholder Driven Analysis, you will learn to use both recorded and presently unrecorded knowledge in your elicitation techniques.",requirements engineering  repertory grid  software requirements  knowledge bases  interview  requirements elicitation  storyboarding  composite artifact colors  software development process  metamodeling computer-science software-development
Understanding Financial Statements: Company Performance,University of Illinois at Urbana-Champaign,Beginner,4.7,https://www.coursera.org/learn/income-statement,This course is designed to provide a basic understanding of financial statements with an emphasis on the income statement.,Financial Analysis  Accounting  income  income statement  balance sheet  Finance  analysis  flow network  financial statement  financial ratio business business-essentials
Understanding Russian Economy. Problems of Transition,National Research University Higher School of Economics,Not Calibrated,4.7,https://www.coursera.org/learn/economy-russia-transition,The purpose of the course is to bring the basic knowledge on the specific aspects of Russian economy that had significant impact on the latest development trends in Russia.,Economics  Economic Development  Russian  financial crisis of 2007 08  financial crisis  market (economics)  international relations  economy  crisis  Economic Policy social-sciences economics
Software Design as an Element of the Software Development Lifecycle,University of Colorado System,Advanced,4.6,https://www.coursera.org/learn/software-design-development-life-cycle,This course talks about software development lifecycles a description/prescription for how we write software.,Software Architecture  software design  security  Software Testing  Software Engineering  interfaces  low-level design  software  specification (technical standard)  software development process computer-science software-development
Tinkering Fundamentals: Circuits,Exploratorium,Beginner,4.7,https://www.coursera.org/learn/tinkering-circuits,The Tinkering Fundamentals course will offer educators and enthusiasts an opportunity to develop a practice of tinkering and making.,phenomenon  Carpentry  Strategy  interest  facilitation  principle  show me!  internet of things  discipline  pedagogy personal-development personal-development
